year,month,avg_temperature_c,avg_apparent_temperature_c,avg_humidity,avg_visibility_km,avg_pressure_millibars,mode_precip_type
2005,12,0.5777777777777773,-4.05,0.89,9.982,1016.66,rain
2006,1,-1.6779420549581838,-4.173708183990442,0.8346102150537635,7.894063709677419,1021.2049596774193,snow
2006,2,-0.0653935185185185,-2.9907159391534393,0.843467261904762,7.41879375,995.1839136904762,snow
2006,3,4.559274193548387,1.9697804659498208,0.7787365591397849,9.602589650537634,976.4362634408601,rain
2006,4,12.635030864197532,12.098827160493826,0.728625,10.626760277777777,1013.4936944444444,rain
2006,5,15.650731780167265,15.539478793309438,0.7218010752688172,11.748066129032258,1016.6297849462367,rain
2006,6,19.35462191358025,19.53596450617284,0.7471249999999999,11.597992777777778,1015.0382222222222,rain
2006,7,23.588664874551974,23.59534796893668,0.6563037634408603,11.428186827956988,990.7425134408603,rain
2006,8,19.478726105137394,19.528240740740742,0.760752688172043,11.51961491935484,935.0577822580645,rain
2006,9,18.167731481481482,18.155570987654322,0.6894444444444444,10.78581486111111,908.1467361111112,rain
2006,10,12.84475806451613,12.398678315412187,0.7336424731182796,10.721063575268817,1015.2602956989248,rain
2006,11,7.13770061728395,5.328310185185185,0.8127222222222221,8.406838611111112,996.8925972222223,rain
2006,12,2.218219832735962,0.10731033452807641,0.9053763440860215,5.188311559139786,1025.5334139784945,rain
2007,1,4.873708183990442,2.3870146356033453,0.813494623655914,10.315598924731182,1007.5835887096773,rain
2007,2,4.87635582010582,2.6398478835978834,0.8150148809523811,9.538363541666667,1010.7261160714285,rain
2007,3,8.438881421744325,7.174619175627241,0.7138844086021505,11.009976344086022,1001.3764784946236,rain
2007,4,12.34807098765432,11.894421296296297,0.5363611111111111,11.969209583333335,1009.7336666666666,rain
2007,5,17.55521953405018,17.453136200716845,0.653252688172043,11.447316397849463,1009.055806451613,rain
2007,6,21.967623456790125,21.88310185185185,0.6164861111111111,11.656690694444446,1000.1917361111111,rain
2007,7,23.704562425328554,23.348080943847073,0.49125,11.948190860215053,1012.1110349462365,rain
2007,8,23.254390681003585,23.07968936678614,0.5628763440860215,12.102807123655912,1007.7804704301076,rain
2007,9,14.524020061728395,14.328456790123457,0.6827083333333334,10.913698055555557,1017.6489305555556,rain
2007,10,10.46627090800478,9.662612007168459,0.7409543010752688,9.534467607526881,917.5292741935484,rain
2007,11,3.8478009259259256,1.2182253086419754,0.8014444444444444,8.747979722222222,1002.8618611111111,rain
2007,12,-0.8093712664277181,-2.9648969534050176,0.85625,5.683213440860215,1024.723615591398,snow
2008,1,0.8299955197132616,-2.0699074074074075,0.819475806451613,7.313360080645161,1021.1894354838709,rain
